osm_id,name,lat,lon,hie_visual_detected,hie_confidence,hie_det_lat,hie_det_lon,hie_offset_m,naip_status
1042135568,Wind Drift Heliport,40.8078995,-75.3592987,True,0.7552526593208313,40.80805109001078,-75.3593728763516,17.97500408660879,ok
1042135583,Hahn Heliport,40.8028984,-75.3391037,False,0.0,,,,ok
1042135595,Robbins Nest Heliport,40.3693008,-75.3971024,True,0.7761412262916565,40.3689288430291,-75.39743769612133,50.17476239213397,ok
1042135627,Press Enterprise Heliport,41.0117057,-76.4050184,True,0.7289358377456665,41.01170920902803,-76.4049970084649,1.8367780327490983,ok
1042135809,Grayrock Ridge Heliport,41.949311,-71.415397,False,0.0,,,,ok
1042135829,Foxridge Farm Heliport,41.4944992,-71.5561981,False,0.0,,,,ok
1042135835,H. Chambers Cadillac Heliport,41.7923012,-71.4172974,False,0.0,,,,ok
1042135839,Goat Island Heliport,41.4882011,-71.3279037,True,0.3569839596748352,41.48861937614085,-71.32801425123264,47.412985892652,ok
1042135861,East Arnolda Farm Heliport,41.3787003,-71.6411972,False,0.0,,,,ok
1042142415,CNG Division 4 Heliport,39.2731018,-80.3788986,True,0.757191002368927,39.27288424026231,-80.37922496324535,37.07387420935043,ok
1042142608,State Park Heliport,40.8039017,-75.2969971,False,0.0,,,,ok
1042142610,Knorr Farm Heliport,40.3959999,-75.8345032,False,0.0,,,,ok
1042142621,Perry Health Center Heliport,40.3627095,-77.340482,False,0.0,,,,ok
1042142687,Pamco Pa Heliport,41.3689995,-75.6773987,False,0.0,,,,ok
1042142698,Derf Haus Heliport,41.8633995,-75.5407028,False,0.0,,,,ok
1042142752,CIA Headquarters Heliport,38.953096,-77.1523066,True,0.7610114216804504,38.95350164363996,-77.15230299017149,45.10659486981501,ok
1042142767,East Farm Heliport,40.913264,-73.155689,False,0.0,,,,ok
1042142774,7D Farms Heliport,40.6445007,-78.3005981,False,0.0,,,,ok
1042142926,Marine Helicopter Squadron 361 Heliport,40.956944,-72.569444,False,0.0,,,,ok
1042143094,Massaro Heliport,41.049444,-73.738333,False,0.0,,,,ok
